,title
620,958145594491036 - 10280a44-7716-4c2a-8238-1b1796d4fde3 - 2205190040004859
621,Problem with private link deployment in AWS
622,Cluster terminated.Reason:Self Bootstrap Failure
623,Databricks Cluster Slowed down 
624,can not connetc to DW database from DB
625,Timestamp error while reading data
626,security feature
627,request to know the steps to create service account and service principal via databricks UI
628,Does SQL dashboards have filter components?
629,ARR| AzureResourceProviderThrottling during cluster upsize | 2205170040004867 
630,2205130040002413 databricks's autoloader can not consume message from the queue storage
631,SCIM API timeouts with Okta integration
632,2205130040002413
633,We are using Databricks Native connecter to connect with Power BI and While refreshing the report we are getting SSL read error-------follow up of  00145189
634,Help me debug a job run that timed out
635,2205180030001357 CLOUD_PROVIDER_LAUNCH_FAILURE(CLOUD_FAILURE)
636,"The error 'ModuleNotFoundError' occurred, but the libs were installed on databricks"
637,Not able to Write to Container using Pyspark.write method
638,[ARR] Ganglia metrics not loaded
639,Optimising spark.sql.shuffle.partitions
640,[ARR] Execution of commands  in databaricks cluster stuck
641,Cannot access storage account from Databricks cluster
642,Errors on Azure Databricks Feature store
643," Enable Delta Share ,Photon and Unity Catalog"
644,ARR | 2205120030000229 | Was there any change recently in Databricks in regard to installing libraries when running a job from ADF
645,2205160030000400
646,[ARR][Poor Performance of a Cluster]
647,ARR | 2205160030000400 | Clusters are not starting | SC 
648,ARR|  PointsBet | Job stuck at getting secret | SR: 2205180030000806 
649,Databricks SQL UI Issue
650,CSS-ARR-S500-SR#2205130050000700-OSError: [Errno 95] Operation not supported
651,MOVE dag is failing
652,[ARR] [Sev B] SR-2204210040011593-Getting this error This operation is not permitted because the blob has snapshots
653,Lot of Latency in apllying the changes 
654,Databricks SQL UI Issue
655, Not able to import lightgbm module in new high cuncurrency cluster.
656,invalid timezone
657,Can we use pyspark udf in spark sql like scala udfs ?
658,Cluster fails to launch with an error
659,"follow-up for 00142942 , 00145606"
660,terraform script for defining sql permissions
661,Checkpointing not working for some queries
662,Not able Manage Account and Devops 
663,Prod & Dev DBKS Job Failures due to Azure VM Extension Outage for Bootstrap Script Execution
664,unable to add instance profile in new workspace
665,Job not accepting resources
666,Delta Sharing Issue
667,Databricks JDBC driver strips list of columns in insert statement
668,2205180030002269 | Job failure
669,Unable to access Unity Catalog Data - Storage Credentials as workspace admin
670,spark cosmos write error
671,Streaming Aggregation not working with Delta Source
672,Databricks Cluster Driver is failing
673,ARR Customer Credit Suisse: Issues using Databricks Connect in their Analysis Workspace when using IntelliJ. 
674,Process failed with awaitResult error
675,follow-up for 00144952
676,2205180010000145 | Model reg
677,Databricks cluster giving spark exception for pythin packages
678,ARR | | Databricks cluster not being created / :Azure Vm Extension Failure | 2205180050001306
679,ARR | Some libraries are failing when cluster restarts | 2205170040006180
680,ARR | Some libraries are failing when cluster restarts | 2205170040006180
681,ARR | Some libraries are failing when cluster restarts | 2205170040006180
682,2205170040005657 | blob failure
683,Jar not available when Job starts
684,2204280030000904 Power BI  databricks connector new release issue
685,Job appears to be not running for 25+ minutes of execution
686,bootstrap timeout for job
687,follow up case CASE NUMBER # 00140608  - job failing with the are due to No Space left on the device.
688,java.lang.ClassCastException when we try runtime 10.5
689,Kafka Consumer Script Returns NULL Values
690,Not able to create a high concurrency cluster
691,Notebook continues to appear as running and it cannot be manually stopped
692,Issue in installing the libraries.
693,Spark job stalls
694,mlflow run on databricks-connect
695,ARR| continuation of 00143529 | Issue using Databricks Repo API
696,CSS-ARR-2203170040001201-ADB Cluster Hung Issue 
697,Unable to login to workspace
698,SQL access
699,gar for 2205170050002951 
700,"2205180050000638 problems with UI, cannot load pages"
701,ARR Customer Credit Swiss - Unable to Run Notebooks 
702,"Networking rules, firewalls on the private and public sub-net"
703,Azure Databricks Billing Query.
704,CSS-ARR-S500-SR#2205170050002982-Cluster start fails with Storage download error
705,Cannot send email from Databricks
706,Performance Tuning the job
707,VPCカスタム設定におけるクロスアカウントIAMロールに付与するポリシーについての質問
708,Workspace creation in GCP is going on infinite loop 
709,2205180030000703 how to find out the service principle/Azure Active Directory application used to mount a container
710,Unexpected behavior in a Notebook 
711,ARR | 2205160050001904 | Cluster tasks were cancelled
712,AT&T escalation case - please check Problem description
713,How to load excel(xlsx) file into dataframe?
714,[ARR][Cluster terminated.Reason:Storage Download Failure]
715,2205180030000254 
716,ARR| Adobe | Job api 2.1 response schema doesn't match document |SR: 2205180010000639 
717,Job failure due to driver disconnected
718,MLFlow enable serving through code is not working
719,2205160030000602 | ARR | unable to mount adls in databricks
720,ARR | 2205160040000885 - Resource pool management | Feature request
721,Intermittent Job Failures caused by Hive Metastore Instantiation
722,Query regarding JDBC driver properties
723,[ARR] [Sev C] SR2205090010003177-Issues with 9.1 and 10.4LTS runtime environments in production
724,Job aborted
725,Log files can be truncated
726,Subscription is not registered for ADB private workspace
727,command executions taking longer  or not executing
728,ModuleNotFoundError: No module named 'tabulate
729,Optimize Parallelization on Snowflake I/O and HuggingFace BERT-based model
730,[ARR] [Sev C] SR-2205080030000417-Slow performance
731,Plotly plot 9.1 Runtime Display Error
732, Azure Databricks long jobs fail b/c they can't authenticate to the DBFS to write data at the end of the job
733,Spark Jobs stay in Stage 0 forever
734,Cant connect to local computer/remote vm from Databricks workspace using ssh
735,Provisioning Cluster Failure
736,All purpose cluster - Hangs
737,whitelist
738,Uncaught SyntaxError: Unexpected token '&&'
739,Job failing in PROD
740,Spark down failures
741,ARR | slow job | 2205160040004016 
742,How to provide input to a cell prompt in a Databricks Notebook
743," When two jobs are reading from hive table, sometimes one of the jobs fails (randomly)"
744,Replicating data to Databrics slow when doing certain operations
745,Databricks job failue OAUTH
746,job unexpectedly trying to access parquet files in glacier 
747,EDL - Databricks CLI access issue
748,Issue while creating DB workspace
749,Try detaching and re-attaching the notebook
750,ARR | AT&T | getting this error 'org.apache.hadoop.fs.UnsupportedFileSystemException: No FileSystem for scheme 
751,SQL end point connection with Microstra
752,Prod & Dev DBKS Job Failures due to Azure VM Extension Outage for Bootstrap Script Execution
753,New Job Clusters Are Not Able To Start
754, [Py4JJavaError ] org.apache.spark.SparkException: Job aborted
755,whitelist
756,ARR Customer Cummins: Issue -  trying to use import pandas_profiling (pandas-profiling · PyPI) but it is failing 
757,Saving dataframe as managed tables on s3
758,Databricks cluster is in pending state from long time
759,Problems with Databricks SQL
760,2205170030001845 | Cluster CRUD
761,Databricks cluster Start Up Failure
762,AutoML ui
763,Error importing Azure DevOps Repositories to Databricks workspace
764,User without access to help center
765,Trying to achieve a shuffle-less join with partitionBy
766,Job no longer works; showing Access key or secret key is null
767,Could not find ADLS Gen2 Token
768,gar for 
769,Cannot add user to Databricks
770,column name with % gives an error
771,CSS-ARR-S500-SR#2205110050000087-Databricks jobs don't start with error CLOUD_PROVIDER_LAUNCH_FAILURE
772,gar for 1958239611621368
773,ARR | 2205160040000885 - Resource pool management 
774,init script failing while installing library
775,2205160010002619 
776,Issue with metastore connection
777,Job_Aborted_Error
778,Follow up case | 00143287
779,"Exception: could not open socket: ['tried to connect to ('127.0.0.1', 46229), but an error occured: [Errno 111] Connection refused']"
780,spam email from databricks notebook found by MS cyber team
781,Databricks API support
782,Job performance
783,Job is Stuck 
784,Databricks - No VM SKUs available
785,Job performance
786,[ARR] Very long runtime for the job
787,Workspace notebook executions are inconsistent
788,アカウントコンソールのSAML2.0を利用したSSO設定の実現性について
789,2205110030000348 |  Symantec Corporation | ARR
790,Databricks cluster is running from past 6 months without shutting down
791, Notebooks are taking more time to complete than average time
792,Jobs are failing around the same time
793,2204210060006686
794,Error in installing Geopandas package
795,Unity Catalog integration with third-party tools
796,CSS-ARR-S500-SR#2205170050000139-Databricks job getting failed.
797,Not able to mount storage account
798,Follow up of - 00143612
799,HElp us to install Library in 10LTS ML
800,2205160030000169 driver library installation failures
801,CREATE OR REPLACE TEMPORARY FUNCTION fails
802,Jobs are failing after changing DBR Version
803,2205170030000281 
804,2205160030000169
805,The deployment of the resource is failing due to InvalidAccessToken
806,Followup 00143872 (Credential Passthrough is not working with Spark submit jobs
807,"Required libraries were not installed when clusters started, causing problems in running jobs on clusters,"
808,Job should be failed but still running for more than 1 hour
