text,x,y
ARR - Customer would like access to private preview feature - Private workspaces,11.011494,5.2927146
Job marked finished but output not written.  Still ,11.787443,-1.1364212
Job Cluster Notebooks are not visible to users,13.231592,0.018227948
Azure Databricks Vnet Connectivity,8.2471695,4.2929764
ARR Customer Starbucks: Issue - Problems initiating Cluster Upsize ,12.190029,1.0695488
Need to share Bronze S# bucket for multiple AWS account,9.030575,3.347886
follow-up of 00143245,5.174467,3.4647048
"Intermittent error ""Could not find ADLS Gen2 Token"" when running Jobs with credentials passthrough",11.628189,-0.05941256
2205180040008873 | Job Failure,11.575708,-1.9327924
Databrick notebook fail intermittently,12.027518,3.2621384
Error when connecting PowerBI with Databricks,10.552641,3.2367408
SR 2205190050002600 - Photon | Spark | There is no space for new record,10.166936,0.38841817
follow-up for 00138037,5.1603727,3.4739113
Cluster configuration to set the default table format to Parquet,12.762113,1.2321016
Access Azure Synapse from Azure Databricks with SQLDW spark connector,8.085331,3.975718
Delta partation is not working,6.685812,1.1896428
driver memory consumption issue,11.798801,0.9852554
CSS-ARR-2205090030000751002-Databricks activity within a timeframe,11.018622,2.1195922
Snowflake connector,9.174347,2.6237452
follow-up to this case 00142921,6.1973834,3.3150132
SQL joins gives wrong result,7.907042,0.4648477
[ARR] [Sev B] SR-2205190030001473-streaming is not working for passthrough enabled containers and db's,9.1410475,1.4572616
ARR | personalized logs at init script | 2205130010001143,10.735805,1.5668329
[ARR] Connection from Databricks to synapse using jdbc intermittent issue-SSL Unexpected rethrowing,8.366625,1.914184
ARR 2205230050000756 - Databricks jobs stopped,12.363333,2.74383
ARR | 2205180050001892 | Unable to access to history of the specific delta table ,6.9250393,1.4722613
ARR - Customer getting error on GUI when viewing all purpose cluster,12.384345,1.161083
[ARR] [Sev B] SR-2205130030001214 Getting the following error while reading file Unable to infer schema for Parquet. It must be specified manually,8.839896,1.3841617
ARR | 2205190030001487 | A user is unable to access to the SQL editor even with permission.,7.839852,0.35850582
 runtime 10.4 duplicates columns where 9.1 does not ,7.590311,0.9139421
GAR for 2205230030000890 ,1.8229017,5.503946
ARR | 2205230030000498 - Databricks_API_issue,11.032014,2.5168092
CSS-ARR-2205230030000434-databricks job api calls failing with StatusCode: 503 ,11.825341,2.3729696
Confirmation of Databricks JDBC Driver,8.022812,1.9031893
Daily workflow suddently requiring more resources,12.418574,-0.93345475
Databricks:  When clicking on completed jobs get HTTP ERROR 403,11.489893,2.984437
On some occasions the count file is having more numbers than the data file,8.134436,2.0671315
databricks対応ブラウザのバージョンについて,3.6875918,2.054556
CSS-ARR-S500-2205180030002005-summary” column has more than 10MB of size data when we query or display in databricks we are getting following issue,8.561898,2.022954
Databricks streaming job is lagging in processing the data,12.457333,3.0284035
2205190030002256 ,-1.254385,2.5494866
REST API connectivity Issues from ADB Notebook,11.552451,-0.11875523
2205230010000380 ,-1.5092787,2.478223
2204270030000356 | ARR | Metastore down issue,12.995895,5.164915
ARR | 2205200040002676 - databricks overwatch proxy configuration issue,11.054908,2.6065102
job execution issues,12.657826,-2.1983192
SQL Endpoint Change Owner,7.2684903,-0.49990925
2205090040004711,-0.934145,2.535957
Not able to create cluster pool with DBR Light 2.4 Extended,12.382503,1.9307584
CSS-ARR-2205200050001067-Jobs are failing with error 'Caused by: com.databricks.NotebookExecutionException: FAILED',10.879595,0.074200995
Not able to create cluster pool with DBR Light 2.4 Extended,12.359634,1.8834207
2205210030000125 ,-1.2965407,2.3493183
 Connectivity problem using azure-event-hubs-spark,8.352893,3.9278712
IAMポリシーに紐づけるs3バケットへのアクション権限について,3.6037452,2.0813856
Autoloader tasks keep getting stuck ,10.508627,1.455877
MS CSS,7.307156,2.6392143
FOLLOWUP | ARR | 2203020060001019 | NoModuleFound Error,9.036214,1.5061022
Error with Model Deployment which used to be able to be deployed,10.396414,1.6362877
databrick環境構築にあたり、dbfsは必須機能となるか,3.6558998,2.0676634
Issues reading json column from csv,9.033997,0.96151936
2205220030000028 ,-1.4658747,2.397369
Error Message: 'JavaPackage' object is not callable,9.56212,1.0769849
5491164172891362 - b8d79299-dbc4-42b6-b557-01b3a7cf0605 - 2205200040003030,2.9616284,3.963536
AWS cloudwatch metrics,8.406201,4.0833783
ARR- Pepsico- ModuleNotFoundError: No module named 'tabulate'- 2205130040007034,9.163551,0.21474168
Delta table restore to version took 45 minutes,6.727509,1.4733635
multi tenant HIPAA environments,10.084182,3.5620418
Private Link Feature Request,9.841665,4.22365
Unexpected Unity Metastore in AWS Workspace,12.23791,5.329777
Airflow<>Databricks prod HTTP issue,11.462459,2.960918
JDBC Driver Documentation,7.9122324,1.9043404
Error in jobs: OutOfMemorySparkException ,10.932605,-0.3694511
Advana Databricks PVC v3.68 Upgrade Issues,11.535846,2.7003577
Request Authentication Issue,9.27182,3.8332095
Getting Random ExecutorLostFailure,10.89606,0.31064686
SQL endpoint cluster has senstive config in plain text,7.814714,-0.14038208
Error while trying to modify table,7.232132,0.8243896
Security  Compliance ,10.205819,2.6402059
Job is failing due to Connection pool shut down,10.334283,0.09832299
5244115429641560 - 77c41218-a808-4734-a49d-b82f9244bc93 - 2205200040005272,2.974598,3.9402661
[ARR][IP Access List CIDR range Setup Suggestions],9.289933,4.1313796
Root cause for slow jobs,12.187961,-0.97388613
"ARR:Job failed on DBR10.4 LTS, java.io.FileNotFoundException: Operation failed: 'The specified path does not exist.', 404, HEAD:SR205200040003957 ",10.519937,-0.24918336
Facing issue in deployment of external ML Models on Databricks,11.413564,2.01232
Need Assistance with Terraform for AWS - Issue in managing VPC endpoints and multiple workspaces within the same VPC,10.605155,3.9416807
2205200040003807 - SQL analytics query running for a long time. Can't be cancelled,7.916866,-0.12328454
Databbricks certification /training,11.722818,3.3238437
ARR 2205200040003030 - Jobs running slow,12.12963,-0.9534828
Need to run DBInsight forjobs however it always fails,10.384721,0.9623201
Customer stopped being able to access run of an experiment,10.705161,3.4123354
 load excel(xlsx) file into dataframe?,9.257477,0.65513945
Conuming avro messages from kafka makes problem.,7.9276805,2.3800962
2205200030000589,-1.5112871,2.5598152
Databricks:  When clicking on completed jobs get HTTP ERROR 403,11.49028,2.96278
Follow up of 00122446. (Streaming delta table with changeDataFeed enabled breaks when zero rows are merged),7.281069,1.2940437
Unable to see the SQL persona in Databricks instances,7.343065,0.092325896
Streaming delta table with changeDataFeed enabled breaks when zero rows are merged,7.093597,1.2121123
Job cluster creation is failing due to being unable to fetch secrets,13.17457,-0.5194617
Delta Lake Change Feed Data error on job restart,6.6847267,1.6379687
 Delta Lake Change Feed Data error on job restart,6.689075,1.6525022
Follow up of - 00146348,5.1407056,3.4653406
ARR | Mysql Lock problem | 2205200030001217 ,10.539853,-0.40640444
"GC driver - OOM error, same code with same data volume worked fine previously",9.7449665,1.1964571
2205100050002215,-1.4464446,2.713991
job cluster were idle for couple of hours,13.117057,-0.66763395
2205190050002332 Token quota exceeded (600 tokens),8.127623,3.0310225
2 schema on top of each other,7.88262,1.3090429
We are noticing Secure groups provisioned through SCIM are missing on databricks side although no change happened on SCIM side,9.93234,2.769798
2205130040002413,-1.0006001,2.3788097
2205130040002413,-0.97797203,2.3669388
Event Hub To Databricks - 20min connectivity unexplainable throughput drop - RCA assistance requested,9.488703,2.8691533
[ARR] [Sev C] SR-2205190030001704 Getting error on doing dbutils.fs.ls('dbfs:/mnt/uad/gokul/') ,9.165933,1.2105104
GAR for 6036272996126062,1.819208,5.4947495
2205110030001121,-1.107261,2.3098679
[ARR] [Sev B] SR-2205110030001940 continue to #00146312 Notebook is reverted back previous version automatically,10.39032,-1.8992286
CSS-ARR-SR#2205200030000589- Databricks jobs are slow,12.030164,2.32089
Failed to access cloud storage: AbfsRestOperationException,8.798212,3.9031017
Are GCM cipher suites enabled by default now?_Azure China_2205190010000432,8.651569,3.762413
CSS-ARR-2205170040002305-Unable to install library sets,8.9845295,-1.1202713
Inquiry on Azure Databricks notice tracking id MTM3-BT8,8.376956,4.036037
Azure Databricks autorun fails,8.344156,4.4773717
job failure due to broadcast error,12.765505,-2.0208685
Cluster Terminating,14.020506,0.33757392
Understanding the impact of a health advisory,10.441935,1.9917276
Job is failing with regex expression error,12.5155525,-1.8014286
Follow up for 00148100 ARR ServA,7.116938,2.6628363
The spark driver has stopped unexpectedly and seems like a memory issue,10.138617,-1.2545182
Executing code in Databricks interactive cluster is very slow.,12.454673,2.5019062
"The library named of msodbcsql17 is installed however pyodbc failed with error '('01000', '[01000] [unixODBC] Can't open  'ODBC Driver''",9.031843,-0.22931597
Workspace unavailable,11.202751,5.230135
ARR- ATT - 2205190040007411 - job is running more than 18 hours,12.118937,-0.9711403
Need to enable secret access in Databricks from Databricks-connect,10.47251,3.4573374
Failed to connect Azure SQL Server using ActiveDirectoryIntegrated in Databricks,8.172836,3.9750907
SQL query runs fine on DBR 7.3 LTS but exact same query is broken on DBR 10.4 LTS,8.060766,0.3263372
Libraries error after restart cluter,9.149955,-0.9194858
Cannot Launch Workspace ,11.096238,5.234446
Unable to change network config despite shutting down all EC2s,9.267014,3.202813
Failed to connect Azure SQL Server using ActiveDirectoryIntegrated in Databricks,8.1871605,3.9974887
Deserializing JSON to a class produces strange stdout outputs.,9.321007,1.0151078
Add GHE connectivity to Prod Workspace,11.045602,4.987158
Jobs of migration are stopped with out rason,12.387353,-0.8632539
Need deeper understanding of Delta Live Tables,6.484426,1.1619886
http issues,9.031036,1.9520675
HTML Injection Finding,8.37852,1.7371589
MLFlow model version pending to be deployed forever,11.264068,1.747199
Databricks SQL does not open SQLEditor - Internal Server Error,7.303214,0.11703872
Terraform pipeline fails while creating cluster,11.450012,3.8671913
"Databricks SQL page with errors, not able to load saved queries nor the UI.",7.771752,0.42033708
Feature store doesn't allow nullable fields,10.488885,2.1538036
Create Query in Databricks SQL is not working,7.3700285,0.28383744
Feature Store API in Docker,12.024144,1.893227
Intermittent Load Issues - Databricks Portal,11.062184,2.614522
SQL Analytics unable to run query,7.894337,0.22442117
Origin of Elastic IP in account,9.14971,4.3698826
Unable to grant access to database,7.742522,0.16088854
Usage Logs not available,10.781937,1.5972223
Download SQL Analytics dashboard via API,7.849445,0.15646508
Cluster failure due to bootstrap failure - dbc-1891663a-774f,14.538067,-0.10667587
Problem with Metastore in Account console,13.161578,5.096005
Having problem creating or deleting views,10.044388,0.9810279
Azure Databricks Connectivity Issue with Reporting Tools (Power BI and Tableau).,8.344506,4.217499
secret scope has INVALID_STATE: Databricks could not access keyvault:,10.15872,3.296674
[ARR][2205190040006377 ][Procter and Gamble]the spark driver has stopped unexpectedly and is restarting. your notebook will be automatically reattached.,10.223001,-1.2733625
[ARR][2204260040005094 ][Geico]Unable to set log destiation to dbfs mnt,9.543361,1.5024618
[ARR][2204260040005094 ][Geico]Unable to set log destiation to dbfs mnt,9.517172,1.4687947
ARR Customer NBC Universal: Issue writing from Blob Storage to Azure Synapse DW,8.692518,3.867727
Error Message: 'JavaPackage' object is not callable-,9.549712,1.101624
Unable to launch a large cluster,14.990007,0.6099129
Sporadic connection error when writing to feature table,8.471494,1.923261
2205190030000562 | Performance,10.976558,0.7103119
[ARR][2204260040005094 ][Geico]Unable to set log destiation to dbfs mnt,9.48483,1.5022287
Account Owner EmailId Change Request,10.252547,4.763185
2205180040008873 | Metadata exception,9.089584,1.7348478
Python version/library issue - hundreds of jobs are failing starting today,11.904135,1.9621485
958145594491036 - 10280a44-7716-4c2a-8238-1b1796d4fde3 - 2205190040004859,3.1739304,3.8219137
Problem with private link deployment in AWS,9.701921,4.1613574
Cluster terminated.Reason:Self Bootstrap Failure,14.598308,-0.17963684
Databricks Cluster Slowed down ,13.226611,2.400262
can not connetc to DW database from DB,8.279612,0.44359612
